id,label,type,node_value
Importo_120000_1,120000,Importo,120000
Importo_350000_1,350000,Importo,350000
Importo_200000_1,200000,Importo,200000
Importo_250000_1,250000,Importo,250000
Importo_400000_1,400000,Importo,400000
Importo_200000_2,200000,Importo,200000
Importo_200000_3,200000,Importo,200000
Importo_150000_1,150000,Importo,150000
Importo_400000_2,400000,Importo,400000
Importo_400000_3,400000,Importo,400000
Importo_220000_1,220000,Importo,220000
Importo_220000_2,220000,Importo,220000
Importo_80000_1,80000,Importo,80000
Importo_300000_1,300000,Importo,300000
Importo_200000_4,200000,Importo,200000
Importo_250000_2,250000,Importo,250000
Importo_100000_1,100000,Importo,100000
Importo_120000_2,120000,Importo,120000
Importo_500000_1,500000,Importo,500000
Importo_70000_1,70000,Importo,70000
Importo_200000_5,200000,Importo,200000
Importo_150000_2,150000,Importo,150000
Importo_800000_1,800000,Importo,800000
Importo_300000_2,300000,Importo,300000
Importo_300000_3,300000,Importo,300000
Importo_100000_2,100000,Importo,100000
Importo_300000_4,300000,Importo,300000
Importo_150000_3,150000,Importo,150000
Importo_300000_5,300000,Importo,300000
Importo_200000_6,200000,Importo,200000
Importo_26000000_1,26000000,Importo,26000000
Importo_24000000_1,24000000,Importo,24000000
Importo_24000000_2,24000000,Importo,24000000
Importo_21000000_1,21000000,Importo,21000000
Importo_18000000_1,18000000,Importo,18000000
Importo_15000000_3,15000000,Importo,15000000
Importo_10000000_4,10000000,Importo,10000000
Importo_6000000_4,6000000,Importo,6000000
Importo_5000000_9,5000000,Importo,5000000
Importo_200000_7,200000,Importo,200000
Importo_300000_6,300000,Importo,300000
Importo_1500000_5,1500000,Importo,1500000
Importo_25000000_1,25000000,Importo,25000000
Importo_15000000_4,15000000,Importo,15000000
Importo_15000000_5,15000000,Importo,15000000
Importo_15000000_6,15000000,Importo,15000000
Importo_11000000_2,11000000,Importo,11000000
Importo_11000000_3,11000000,Importo,11000000
Importo_9000000_1,9000000,Importo,9000000
Importo_9000000_2,9000000,Importo,9000000
Importo_7000000_2,7000000,Importo,7000000
Importo_5000000_10,5000000,Importo,5000000
Importo_5000000_11,5000000,Importo,5000000
Importo_4000000_9,4000000,Importo,4000000
Importo_1500000_6,1500000,Importo,1500000
Importo_1200000_1,1200000,Importo,1200000
Importo_1200000_2,1200000,Importo,1200000
Importo_1200000_3,1200000,Importo,1200000
Importo_1000000_3,1000000,Importo,1000000
Importo_1000000_4,1000000,Importo,1000000
Importo_750000_1,750000,Importo,750000
Importo_900000_1,900000,Importo,900000
Importo_800000_2,800000,Importo,800000
Importo_600000_1,600000,Importo,600000
Importo_600000_2,600000,Importo,600000
Importo_500000_2,500000,Importo,500000
Importo_500000_3,500000,Importo,500000
Importo_500000_4,500000,Importo,500000
Importo_500000_5,500000,Importo,500000
Importo_500000_6,500000,Importo,500000
Importo_400000_4,400000,Importo,400000
Importo_400000_5,400000,Importo,400000
Importo_400000_6,400000,Importo,400000
Importo_400000_7,400000,Importo,400000
Importo_300000_7,300000,Importo,300000
Importo_300000_8,300000,Importo,300000
Importo_300000_9,300000,Importo,300000
Importo_300000_10,300000,Importo,300000
Importo_300000_11,300000,Importo,300000
Importo_300000_12,300000,Importo,300000
Importo_300000_13,300000,Importo,300000
Importo_200000_8,200000,Importo,200000
Importo_1000000_5,1000000,Importo,1000000
Importo_400000_8,400000,Importo,400000
Importo_500000_7,500000,Importo,500000
Importo_500000_8,500000,Importo,500000
Importo_1500000_7,1500000,Importo,1500000
Importo_1500000_8,1500000,Importo,1500000
Importo_1000000_6,1000000,Importo,1000000
Importo_1000000_7,1000000,Importo,1000000
Importo_700000_1,700000,Importo,700000
Importo_500.00_1,500.00.00,Importo,500.00.00
Importo_500000_9,500000,Importo,500000
Importo_500000_10,500000,Importo,500000
Importo_9000000_3,9000000,Importo,9000000
Importo_7000000_3,7000000,Importo,7000000
Importo_7000000_4,7000000,Importo,7000000
Importo_1000000_8,1000000,Importo,1000000
Importo_1000000_9,1000000,Importo,1000000
Importo_1000000_10,1000000,Importo,1000000
Importo_5000000_12,5000000,Importo,5000000
Importo_4000000_10,4000000,Importo,4000000
Importo_1800000_2,1800000,Importo,1800000
Importo_1000000_11,1000000,Importo,1000000
Importo_3000000_19,3000000,Importo,3000000
Importo_3000000_20,3000000,Importo,3000000
Importo_3000000_21,3000000,Importo,3000000
Importo_3000000_22,3000000,Importo,3000000
Importo_4000000_11,4000000,Importo,4000000
Importo_5000000_13,5000000,Importo,5000000
Importo_7000000_5,7000000,Importo,7000000
Importo_500000_11,500000,Importo,500000
Importo_900000_2,900000,Importo,900000
Importo_700000_2,700000,Importo,700000
Importo_1000000_12,1000000,Importo,1000000
Importo_175000000_1,175000000,Importo,175000000
Importo_155000000_1,155000000,Importo,155000000
Importo_125000000_1,125000000,Importo,125000000
Importo_80000000_2,80000000,Importo,80000000
Importo_80000000_3,80000000,Importo,80000000
Importo_60000000_1,60000000,Importo,60000000
Importo_80000000_4,80000000,Importo,80000000
Importo_10000000_5,10000000,Importo,10000000
Importo_1500000_9,1500000,Importo,1500000
Importo_1500000_10,1500000,Importo,1500000
Importo_1500000_11,1500000,Importo,1500000
Importo_5000000_14,5000000,Importo,5000000
Importo_30000000_1,30000000,Importo,30000000
Importo_45000000_2,45000000,Importo,45000000
Importo_1000000_13,1000000,Importo,1000000
Importo_20000000_6,20000000,Importo,20000000
Importo_20000000_7,20000000,Importo,20000000
Importo_20000000_8,20000000,Importo,20000000
Importo_15000000_7,15000000,Importo,15000000
Importo_15000000_8,15000000,Importo,15000000
Importo_15000000_9,15000000,Importo,15000000
Importo_11000000_4,11000000,Importo,11000000
Importo_9000000_4,9000000,Importo,9000000
Importo_6000000_5,6000000,Importo,6000000
Importo_6000000_6,6000000,Importo,6000000
Importo_4000000_12,4000000,Importo,4000000
Importo_9000000_5,9000000,Importo,9000000
Importo_9000000_6,9000000,Importo,9000000
Importo_9000000_7,9000000,Importo,9000000
Importo_6000000_7,6000000,Importo,6000000
Importo_5000000_15,5000000,Importo,5000000
Importo_3000000_23,3000000,Importo,3000000
Importo_3000000_24,3000000,Importo,3000000
Importo_8000000_4,8000000,Importo,8000000
Importo_5000000_16,5000000,Importo,5000000
Importo_4000000_13,4000000,Importo,4000000
Importo_4000000_14,4000000,Importo,4000000
Importo_4000000_15,4000000,Importo,4000000
Importo_4000000_16,4000000,Importo,4000000
Importo_2000000_2,2000000,Importo,2000000
Importo_2000000_3,2000000,Importo,2000000
Importo_2000000_4,2000000,Importo,2000000
Importo_2000000_5,2000000,Importo,2000000
Importo_1000000_14,1000000,Importo,1000000
Importo_20000000_9,20000000,Importo,20000000
Importo_18000000_2,18000000,Importo,18000000
Importo_18000000_3,18000000,Importo,18000000
Importo_16000000_1,16000000,Importo,16000000
Importo_14000000_1,14000000,Importo,14000000
Importo_12000000_1,12000000,Importo,12000000
Importo_8000000_5,8000000,Importo,8000000
Importo_14000000_2,14000000,Importo,14000000
Importo_1000000_15,1000000,Importo,1000000
Importo_1000000_16,1000000,Importo,1000000
Importo_265000_1,265000,Importo,265000
Importo_190000_1,190000,Importo,190000
Importo_335000_1,335000,Importo,335000
Importo_225000_1,225000,Importo,225000
Importo_240000_1,240000,Importo,240000
Importo_265000_2,265000,Importo,265000
Importo_190000_2,190000,Importo,190000
Importo_225000_2,225000,Importo,225000
Importo_356000_1,356000,Importo,356000
Importo_75000_1,75000,Importo,75000
Importo_335000_2,335000,Importo,335000
Importo_190000_3,190000,Importo,190000
Importo_150000_4,150000,Importo,150000
Importo_225000_3,225000,Importo,225000
Importo_75000_2,75000,Importo,75000
Importo_225000_4,225000,Importo,225000
Importo_110000_1,110000,Importo,110000
Importo_60000_1,60000,Importo,60000
Importo_225000_5,225000,Importo,225000
Importo_225000_6,225000,Importo,225000
Importo_265000_3,265000,Importo,265000
Importo_300000_14,300000,Importo,300000
Importo_300000_15,300000,Importo,300000
Importo_225000_7,225000,Importo,225000
Importo_265000_4,265000,Importo,265000
Importo_265000_5,265000,Importo,265000
Importo_150000_5,150000,Importo,150000
Importo_335000_3,335000,Importo,335000
Importo_335000_4,335000,Importo,335000
Importo_265000_6,265000,Importo,265000
Importo_225000_8,225000,Importo,225000
Importo_150000_6,150000,Importo,150000
Importo_265000_7,265000,Importo,265000
Importo_265000_8,265000,Importo,265000
Importo_110000_2,110000,Importo,110000
Importo_265000_9,265000,Importo,265000
Importo_265000_10,265000,Importo,265000
Importo_265000_11,265000,Importo,265000
Importo_355000_1,355000,Importo,355000
Importo_225000_9,225000,Importo,225000
Importo_375000_1,375000,Importo,375000
Importo_265000_12,265000,Importo,265000
Importo_190000_4,190000,Importo,190000
Importo_300000_16,300000,Importo,300000
Importo_800000_3,800000,Importo,800000
Importo_1500000_12,1500000,Importo,1500000
Importo_600000_3,600000,Importo,600000
Importo_1500000_13,1500000,Importo,1500000
Importo_1500000_14,1500000,Importo,1500000
Importo_1500000_15,1500000,Importo,1500000
Importo_800000_4,800000,Importo,800000
Importo_200000_9,200000,Importo,200000
Importo_6500000_1,6500000,Importo,6500000
Importo_6500000_2,6500000,Importo,6500000
Importo_6500000_3,6500000,Importo,6500000
Importo_6000000_8,6000000,Importo,6000000
Importo_5000000_17,5000000,Importo,5000000
Importo_5000000_18,5000000,Importo,5000000
Importo_4000000_17,4000000,Importo,4000000
Importo_4000000_18,4000000,Importo,4000000
Importo_4000000_19,4000000,Importo,4000000
Importo_4000000_20,4000000,Importo,4000000
Importo_3500000_1,3500000,Importo,3500000
Importo_3500000_2,3500000,Importo,3500000
Importo_3500000_3,3500000,Importo,3500000
Importo_3000000_25,3000000,Importo,3000000
Importo_2500000_2,2500000,Importo,2500000
Importo_2500000_3,2500000,Importo,2500000
Importo_2500000_4,2500000,Importo,2500000
Importo_2000000_6,2000000,Importo,2000000
Importo_1500000_16,1500000,Importo,1500000
Importo_1000000_17,1000000,Importo,1000000
Importo_1000000_18,1000000,Importo,1000000
Importo_100000000_1,100000000,Importo,100000000
Importo_5000000_19,5000000,Importo,5000000
Importo_700000_3,700000,Importo,700000
Importo_15000000_10,15000000,Importo,15000000
Importo_15000000_11,15000000,Importo,15000000
Importo_15000000_12,15000000,Importo,15000000
Importo_15000000_13,15000000,Importo,15000000
Importo_15000000_14,15000000,Importo,15000000
Importo_8000000_6,8000000,Importo,8000000
Importo_6000000_9,6000000,Importo,6000000
Importo_4000000_21,4000000,Importo,4000000
Importo_250000_3,250000,Importo,250000
Importo_193000000_1,193000000,Importo,193000000
Importo_175000000_2,175000000,Importo,175000000
Importo_143000000_1,143000000,Importo,143000000
Importo_96000000_1,96000000,Importo,96000000
Importo_92000000_1,92000000,Importo,92000000
Importo_94000000_1,94000000,Importo,94000000
Importo_68000000_1,68000000,Importo,68000000
Importo_15000000_15,15000000,Importo,15000000
Importo_12000000_2,12000000,Importo,12000000
Importo_6000000_10,6000000,Importo,6000000
Importo_6000000_11,6000000,Importo,6000000
Importo_4000000_22,4000000,Importo,4000000
Importo_4000000_23,4000000,Importo,4000000
Importo_3000000_26,3000000,Importo,3000000
Importo_7000000_6,7000000,Importo,7000000
Importo_5000000_20,5000000,Importo,5000000
Importo_5000000_21,5000000,Importo,5000000
Importo_3000000_27,3000000,Importo,3000000
Importo_3000000_28,3000000,Importo,3000000
Importo_3000000_29,3000000,Importo,3000000
Importo_2000000_7,2000000,Importo,2000000
Importo_2000000_8,2000000,Importo,2000000
Importo_2000000_9,2000000,Importo,2000000
Importo_1000000_19,1000000,Importo,1000000
Importo_1000000_20,1000000,Importo,1000000
Importo_1000000_21,1000000,Importo,1000000
Importo_9000000_8,9000000,Importo,9000000
Importo_9000000_9,9000000,Importo,9000000
Importo_7000000_7,7000000,Importo,7000000
Importo_2000000_10,2000000,Importo,2000000
Importo_1000000_22,1000000,Importo,1000000
Importo_1000000_23,1000000,Importo,1000000
Importo_1000000_24,1000000,Importo,1000000
Importo_1000000_25,1000000,Importo,1000000
Importo_5000.000_1,5000.00.00,Importo,5000.00.00
Importo_50000000_1,50000000,Importo,50000000
Importo_6000000_12,6000000,Importo,6000000
Importo_20000000_10,20000000,Importo,20000000
Importo_20000000_11,20000000,Importo,20000000
Importo_20000000_12,20000000,Importo,20000000
Importo_20000000_13,20000000,Importo,20000000
Importo_18000000_4,18000000,Importo,18000000
Importo_15000000_16,15000000,Importo,15000000
Importo_10000000_6,10000000,Importo,10000000
Importo_10000000_7,10000000,Importo,10000000
Importo_9000000_10,9000000,Importo,9000000
Importo_8000000_7,8000000,Importo,8000000
Importo_4000000_24,4000000,Importo,4000000
Importo_4000000_25,4000000,Importo,4000000
Importo_11000000_5,11000000,Importo,11000000
Importo_10000000_8,10000000,Importo,10000000
Importo_9000000_11,9000000,Importo,9000000
Importo_8000000_8,8000000,Importo,8000000
Importo_6000000_13,6000000,Importo,6000000
Importo_6000000_14,6000000,Importo,6000000
Importo_6000000_15,6000000,Importo,6000000
Importo_5000000_22,5000000,Importo,5000000
Importo_3000000_30,3000000,Importo,3000000
Importo_3000000_31,3000000,Importo,3000000
Importo_3000000_32,3000000,Importo,3000000
Importo_3000000_33,3000000,Importo,3000000
Importo_2000000_11,2000000,Importo,2000000
Importo_1000000_26,1000000,Importo,1000000
Importo_3500000_4,3500000,Importo,3500000
Importo_3500000_5,3500000,Importo,3500000
Importo_2500000_5,2500000,Importo,2500000
Importo_2000000_12,2000000,Importo,2000000
Importo_6000000_16,6000000,Importo,6000000
Importo_6000000_17,6000000,Importo,6000000
Importo_3000000_34,3000000,Importo,3000000
Importo_3000000_35,3000000,Importo,3000000
Importo_3000000_36,3000000,Importo,3000000
Importo_600000_4,600000,Importo,600000
Importo_450000_2,450000,Importo,450000
Importo_450000_3,450000,Importo,450000
Importo_750000_2,750000,Importo,750000
Importo_450000_4,450000,Importo,450000
Importo_750000_3,750000,Importo,750000
Importo_500000_12,500000,Importo,500000
Importo_400000_9,400000,Importo,400000
Importo_300000_17,300000,Importo,300000
Importo_300000_18,300000,Importo,300000
Importo_400000_10,400000,Importo,400000
Importo_450000_5,450000,Importo,450000
Importo_500000_13,500000,Importo,500000
Importo_500000_14,500000,Importo,500000
Importo_500000_15,500000,Importo,500000
Importo_500000_16,500000,Importo,500000
Importo_400000_11,400000,Importo,400000
Importo_400000_12,400000,Importo,400000
Importo_400000_13,400000,Importo,400000
Importo_300000_19,300000,Importo,300000
Importo_350000_2,350000,Importo,350000
Importo_300000_20,300000,Importo,300000
Importo_400000_14,400000,Importo,400000
Importo_350000_3,350000,Importo,350000
Importo_300000_21,300000,Importo,300000
Importo_45000000_3,45000000,Importo,45000000
Importo_40000000_3,40000000,Importo,40000000
Importo_32000000_1,32000000,Importo,32000000
Importo_27000000_1,27000000,Importo,27000000
Importo_26000000_2,26000000,Importo,26000000
Importo_23000000_1,23000000,Importo,23000000
Importo_18000000_5,18000000,Importo,18000000
Importo_7500000_1,7500000,Importo,7500000
Importo_7500000_2,7500000,Importo,7500000
Importo_6500000_4,6500000,Importo,6500000
Importo_5500000_1,5500000,Importo,5500000
Importo_5000000_23,5000000,Importo,5000000
Importo_5000000_24,5000000,Importo,5000000
Importo_5000000_25,5000000,Importo,5000000
Importo_5000000_26,5000000,Importo,5000000
Importo_5000000_27,5000000,Importo,5000000
Importo_4000000_26,4000000,Importo,4000000
Importo_3500000_6,3500000,Importo,3500000
Importo_3500000_7,3500000,Importo,3500000
Importo_3500000_8,3500000,Importo,3500000
Importo_3000000_37,3000000,Importo,3000000
Importo_3000000_38,3000000,Importo,3000000
Importo_3500000_9,3500000,Importo,3500000
Importo_3000000_39,3000000,Importo,3000000
Importo_2000000_13,2000000,Importo,2000000
Importo_3000000_40,3000000,Importo,3000000
Importo_2000000_14,2000000,Importo,2000000
Importo_2000000_15,2000000,Importo,2000000
Importo_2000000_16,2000000,Importo,2000000
Importo_1500000_17,1500000,Importo,1500000
Importo_1000000_27,1000000,Importo,1000000
Importo_28000000_1,28000000,Importo,28000000
Importo_2000000_17,2000000,Importo,2000000
Importo_2000000_18,2000000,Importo,2000000
Importo_1000000_28,1000000,Importo,1000000
Importo_2000000_19,2000000,Importo,2000000
Importo_2000000_20,2000000,Importo,2000000
Importo_1800000_3,1800000,Importo,1800000
Importo_400000_15,400000,Importo,400000
Importo_800000_5,800000,Importo,800000
Importo_1000000_29,1000000,Importo,1000000
Importo_1000000_30,1000000,Importo,1000000
Importo_3000000_41,3000000,Importo,3000000
Importo_500000_17,500000,Importo,500000
Importo_500000_18,500000,Importo,500000
Importo_940000_1,940000,Importo,940000